Year,Job Count,Category,Code,Occupation,Sectors,Change.Number
2026,16.3,Green Increased Demand,45-2011.00,Agricultural Inspectors,GOVT and Regulatory,
2026,16.3,Green Increased Demand,45-2011.00,Agricultural Inspectors,GOVT and Regulatory,
2026,31.5,Green Increased Demand,51-2031.00,Engine and Other Machine Assemblers,Manufacturing,
2026,31.5,Green Increased Demand,51-2031.00,Engine and Other Machine Assemblers,Manufacturing,
2026,38.8,Green Enhanced Skills,19-4091.00,"Environmental Science and Protection Technicians, Including Health",Environment Protection,
2026,1310.4,Green Increased Demand,47-2031.01,Construction Carpenters,Green Construction,
2026,1310.4,Green Increased Demand,47-2031.02,Rough Carpenters,Green Construction,
2026,49.7,Green Increased Demand,45-1011.07,First-Line Supervisors of Agricultural Crop and Horticultural Workers,Agriculture and Forestry,
2026,62.4,Green Increased Demand,45-1011.05,First-Line Supervisors of Logging Workers,Environment Protection,
2026,304.6,Green Enhanced Skills,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Transportation,
2026,304.6,Green Enhanced Skills,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Transportation,
2026,347.4,Green Increased Demand,43-5061.00,"Production, Planning, and Expediting Clerks",Manufacturing,
2026,347.4,Green Increased Demand,43-5061.00,"Production, Planning, and Expediting Clerks",Manufacturing,
2026,381.7,Green Enhanced Skills,49-9021.01,Heating and Air Conditioning Mechanics and Installers,Efficiency,
2026,381.7,Green Enhanced Skills,49-9021.01,Heating and Air Conditioning Mechanics and Installers,Green Construction,
2026,381.7,Green Increased Demand,49-9021.02,Refrigeration Mechanics and Installers,Green Construction,
2026,381.7,Green Increased Demand,49-9021.02,Refrigeration Mechanics and Installers,Efficiency,
2026,416.9,Green Increased Demand,47-2073.00,Operating Engineers and Other Construction Equipment Operators,Green Construction,
2026,47.4,Green Enhanced Skills,47-5013.00,"Service Unit Operators, Oil, Gas, and Mining",Renewable Energy Generation,
2026,70,Green Increased Demand,19-4031.00,Chemical Technicians,Manufacturing,
2026,70,Green Increased Demand,19-4031.00,Chemical Technicians,Manufacturing,
2026,150.9,Green Enhanced Skills,47-2211.00,Sheet Metal Workers,Green Construction,
2026,150.9,Green Enhanced Skills,47-2211.00,Sheet Metal Workers,Green Construction,
2026,150.9,Green Enhanced Skills,47-2211.00,Sheet Metal Workers,Manufacturing,
2026,150.9,Green Enhanced Skills,47-2211.00,Sheet Metal Workers,Manufacturing,
2026,150.9,Green Enhanced Skills,47-2211.00,Sheet Metal Workers,Renewable Energy Generation,
2026,150.9,Green Enhanced Skills,47-2211.00,Sheet Metal Workers,Renewable Energy Generation,
2026,70.4,Green Increased Demand,51-9011.00,Chemical Equipment Operators and Tenders,Manufacturing,
2026,85.9,Green New & Emerging,19-4099.02,Precision Agriculture Technicians,Agriculture and Forestry,
2026,85.9,Green New & Emerging,19-4099.02,Precision Agriculture Technicians,"Research, Design, and Consulting Services",
2026,85.9,Green New & Emerging,19-4099.03,Remote Sensing Technicians,"Research, Design, and Consulting Services",
2026,11.2,Green Increased Demand,25-9021.00,Farm and Home Management Advisors,Environment Protection,
2026,11.2,Green Increased Demand,25-9021.00,Farm and Home Management Advisors,Environment Protection,
2026,19.1,Green Enhanced Skills,17-3025.00,Environmental Engineering Technicians,Environment Protection,
2026,19.9,Green Enhanced Skills,29-9012.00,Occupational Health and Safety Technicians,Manufacturing,
2026,370.1,Green Increased Demand,49-9041.00,Industrial Machinery Mechanics,Manufacturing,
2026,34.5,Green Enhanced Skills,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Manufacturing,
2026,34.5,Green Enhanced Skills,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Manufacturing,
2026,607.5,Green Enhanced Skills,47-2152.01,Pipe Fitters and Steamfitters,Green Construction,
2026,555.8,Green Enhanced Skills,47-2152.02,Plumbers,Green Construction,
2026,79.2,Green Increased Demand,47-2221.00,Structural Iron and Steel Workers,Green Construction,
2026,79.2,Green Increased Demand,47-2221.00,Structural Iron and Steel Workers,Green Construction,
2026,79.2,Green Increased Demand,47-2221.00,Structural Iron and Steel Workers,Manufacturing,
2026,79.2,Green Increased Demand,47-2221.00,Structural Iron and Steel Workers,Manufacturing,
2026,11.3,Green New & Emerging,49-9081.00,Wind Turbine Service Technicians,Renewable Energy Generation,
2026,11.3,Green New & Emerging,49-9081.00,Wind Turbine Service Technicians,Renewable Energy Generation,
2026,11.9,Green Enhanced Skills,47-5041.00,Continuous Mining Machine Operators,Renewable Energy Generation,
2026,1114,Green New & Emerging,41-3099.01,Energy Brokers,Energy Trading,
2026,107.7,Green Increased Demand,17-3011.01,Architectural Drafters,Green Construction,
2026,43.4,Green Increased Demand,49-9044.00,Millwrights,Manufacturing,
2026,726.5,Green Increased Demand,47-2111.00,Electricians,Green Construction,
2026,726.5,Green Increased Demand,47-2111.00,Electricians,Green Construction,
2026,64.3,Green Enhanced Skills,17-3026.00,Industrial Engineering Technicians,Manufacturing,
2026,205,Green New & Emerging,53-1021.01,Recycling Coordinators,Recycling and Waste Reduction,
2026,990.8,Green New & Emerging,17-3027.01,Automotive Engineering Technicians,Transportation,
2026,15.2,Green Increased Demand,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,Transportation,
2026,15.2,Green Increased Demand,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,Transportation,
2026,13.2,Green New & Emerging,51-8099.01,Biofuels Processing Technicians,Renewable Energy Generation,
2026,13.2,Green New & Emerging,51-8099.03,Biomass Plant Technicians,Renewable Energy Generation,
2026,13.2,Green New & Emerging,51-8099.04,Hydroelectric Plant Technicians,Renewable Energy Generation,
2026,13.2,Green New & Emerging,51-8099.02,Methane/Landfill Gas Generation System Technicians,Renewable Energy Generation,
2026,7.3,Green Increased Demand,33-3031.00,Fish and Game Wardens,Environment Protection,
2026,7.3,Green Increased Demand,33-3031.00,Fish and Game Wardens,Environment Protection,
2026,14.3,Green Enhanced Skills,17-3024.00,Electro-Mechanical Technicians,Manufacturing,
2026,15.2,Green New & Emerging,17-3024.01,Robotics Technicians,Manufacturing,
2026,15.2,Green New & Emerging,17-3024.01,Robotics Technicians,"Research, Design, and Consulting Services",
2026,621.3,Green Increased Demand,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Manufacturing,
2026,621.3,Green Increased Demand,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment","Research, Design, and Consulting Services",
2026,115.7,Green Enhanced Skills,47-4011.00,Construction and Building Inspectors,GOVT and Regulatory,
2026,115.7,Green Enhanced Skills,47-4011.00,Construction and Building Inspectors,GOVT and Regulatory,
2026,115.7,Green Enhanced Skills,47-4011.00,Construction and Building Inspectors,Green Construction,
2026,115.7,Green Enhanced Skills,47-4011.00,Construction and Building Inspectors,Green Construction,
2026,282.6,Green Enhanced Skills,27-3031.00,Public Relations Specialists,Environment Protection,
2026,282.6,Green Enhanced Skills,27-3031.00,Public Relations Specialists,Environment Protection,
2026,282.6,Green Enhanced Skills,27-3031.00,Public Relations Specialists,"Research, Design, and Consulting Services",
2026,282.6,Green Enhanced Skills,27-3031.00,Public Relations Specialists,"Research, Design, and Consulting Services",
2026,619.5,Green Increased Demand,51-1011.00,First-Line Supervisors of Production and Operating Workers,Manufacturing,
2026,619.5,Green Increased Demand,51-1011.00,First-Line Supervisors of Production and Operating Workers,Manufacturing,
2026,37.5,Green Increased Demand,51-8021.00,Stationary Engineers and Boiler Operators,Efficiency,
2026,37.5,Green Increased Demand,51-8021.00,Stationary Engineers and Boiler Operators,Efficiency,
2026,38.1,Green Enhanced Skills,13-1151.00,Training and Development Specialists,Efficiency,
2026,38.1,Green Enhanced Skills,13-1151.00,Training and Development Specialists,Efficiency,
2026,38.1,Green Enhanced Skills,13-1151.00,Training and Development Specialists,Green Construction,
2026,38.1,Green Enhanced Skills,13-1151.00,Training and Development Specialists,Green Construction,
2026,38.1,Green Enhanced Skills,13-1151.00,Training and Development Specialists,"Research, Design, and Consulting Services",
2026,38.1,Green Enhanced Skills,13-1151.00,Training and Development Specialists,"Research, Design, and Consulting Services",
2026,24,Green Enhanced Skills,19-1031.01,Soil and Water Conservationists,Environment Protection,
2026,24,Green Enhanced Skills,19-1031.01,Soil and Water Conservationists,GOVT and Regulatory,
2026,30.1,Green Increased Demand,51-8091.00,Chemical Plant and System Operators,Manufacturing,
2026,37.7,Green Increased Demand,53-4011.00,Locomotive Engineers,Transportation,
2026,18.7,Green Increased Demand,47-2011.00,Boilermakers,Efficiency,
2026,18.7,Green Increased Demand,47-2011.00,Boilermakers,Efficiency,
2026,18.7,Green Increased Demand,47-2011.00,Boilermakers,Green Construction,
2026,18.7,Green Increased Demand,47-2011.00,Boilermakers,Green Construction,
2026,8.4,Green Enhanced Skills,23-1022.00,"Arbitrators, Mediators, and Conciliators",GOVT and Regulatory,
2026,8.4,Green Enhanced Skills,23-1022.00,"Arbitrators, Mediators, and Conciliators","Research, Design, and Consulting Services",
2026,120.3,Green Enhanced Skills,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products","Research, Design, and Consulting Services",
2026,12.9,Green Increased Demand,13-1021.00,"Buyers and Purchasing Agents, Farm Products",Agriculture and Forestry,
2026,41,Green Increased Demand,53-4031.00,Railroad Conductors and Yardmasters,Transportation,
2026,41,Green Increased Demand,53-4031.00,Railroad Conductors and Yardmasters,Transportation,
2026,84.1,Green New & Emerging,17-3029.02,Electrical Engineering Technologists,Manufacturing,
2026,84.1,Green New & Emerging,17-3029.02,Electrical Engineering Technologists,"Research, Design, and Consulting Services",
2026,84.1,Green New & Emerging,17-3029.03,Electromechanical Engineering Technologists,Manufacturing,
2026,84.1,Green New & Emerging,17-3029.03,Electromechanical Engineering Technologists,"Research, Design, and Consulting Services",
2026,84.1,Green New & Emerging,17-3029.04,Electronics Engineering Technologists,Manufacturing,
2026,84.1,Green New & Emerging,17-3029.04,Electronics Engineering Technologists,"Research, Design, and Consulting Services",
2026,84.1,Green New & Emerging,17-3029.10,Fuel Cell Technicians,Transportation,
2026,84.1,Green New & Emerging,17-3029.05,Industrial Engineering Technologists,"Research, Design, and Consulting Services",
2026,84.1,Green New & Emerging,17-3029.05,Industrial Engineering Technologists,Manufacturing,
2026,84.1,Green New & Emerging,17-3029.06,Manufacturing Engineering Technologists,Manufacturing,
2026,84.1,Green New & Emerging,17-3029.06,Manufacturing Engineering Technologists,"Research, Design, and Consulting Services",
2026,84.1,Green New & Emerging,17-3029.09,Manufacturing Production Technicians,Manufacturing,
2026,84.1,Green New & Emerging,17-3029.09,Manufacturing Production Technicians,"Research, Design, and Consulting Services",
2026,84.1,Green New & Emerging,17-3029.07,Mechanical Engineering Technologists,Manufacturing,
2026,84.1,Green New & Emerging,17-3029.07,Mechanical Engineering Technologists,"Research, Design, and Consulting Services",
2026,84.1,Green New & Emerging,17-3029.12,Nanotechnology Engineering Technicians,Manufacturing,
2026,84.1,Green New & Emerging,17-3029.11,Nanotechnology Engineering Technologists,Manufacturing,
2026,84.1,Green New & Emerging,17-3029.11,Nanotechnology Engineering Technologists,"Research, Design, and Consulting Services",
2026,84.1,Green New & Emerging,17-3029.08,Photonics Technicians,Manufacturing,
2026,84.1,Green New & Emerging,17-3029.08,Photonics Technicians,"Research, Design, and Consulting Services",
2026,20.9,Green Increased Demand,19-1023.00,Zoologists and Wildlife Biologists,Environment Protection,
2026,21.7,Green Enhanced Skills,19-1013.00,Soil and Plant Scientists,Environment Protection,
2026,414,Green New & Emerging,41-3031.03,Securities and Commodities Traders,Energy Trading,
2026,414,Green New & Emerging,41-3031.03,Securities and Commodities Traders,"Research, Design, and Consulting Services",
2026,139.8,Green Increased Demand,17-3023.01,Electronics Engineering Technicians,Manufacturing,
2026,671.5,Green New & Emerging,47-1011.03,Solar Energy Installation Managers,Renewable Energy Generation,
2026,495,Green Increased Demand,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Manufacturing,
2026,495,Green Increased Demand,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Manufacturing,
2026,41.4,Green Increased Demand,27-1021.00,Commercial and Industrial Designers,Manufacturing,
2026,41.4,Green Increased Demand,27-1021.00,Commercial and Industrial Designers,"Research, Design, and Consulting Services",
2026,258,Green Enhanced Skills,11-9013.02,Farm and Ranch Managers,Agriculture and Forestry,
2026,26.3,Green Enhanced Skills,17-1012.00,Landscape Architects,Agriculture and Forestry,
2026,26.3,Green Enhanced Skills,17-1012.00,Landscape Architects,Environment Protection,
2026,26.3,Green Enhanced Skills,17-1012.00,Landscape Architects,Green Construction,
2026,313.9,Green New & Emerging,13-1041.07,Regulatory Affairs Specialists,GOVT and Regulatory,
2026,149.1,Green New & Emerging,13-2099.01,Financial Quantitative Analysts,"Research, Design, and Consulting Services",
2026,149.1,Green New & Emerging,13-2099.03,Investment Underwriters,Energy Trading,
2026,149.1,Green New & Emerging,13-2099.03,Investment Underwriters,"Research, Design, and Consulting Services",
2026,149.1,Green New & Emerging,13-2099.02,Risk Management Specialists,"Research, Design, and Consulting Services",
2026,1128.2,Green New & Emerging,13-1199.01,Energy Auditors,Efficiency,
2026,1128.2,Green New & Emerging,13-1199.01,Energy Auditors,GOVT and Regulatory,
2026,104.2,Green New & Emerging,13-1199.05,Sustainability Specialists,GOVT and Regulatory,
2026,137.7,Green Increased Demand,49-9051.00,Electrical Power-Line Installers and Repairers,Efficiency,
2026,143.3,Green Increased Demand,19-2041.00,"Environmental Scientists and Specialists, Including Health",Environment Protection,
2026,99.5,Green New & Emerging,19-2041.01,Climate Change Analysts,Environment Protection,
2026,99.5,Green New & Emerging,19-2041.02,Environmental Restoration Planners,Environment Protection,
2026,99.5,Green New & Emerging,19-2041.03,Industrial Ecologists,Environment Protection,
2026,90.5,Green Increased Demand,29-9011.00,Occupational Health and Safety Specialists,"Research, Design, and Consulting Services",
2026,90.5,Green Increased Demand,29-9011.00,Occupational Health and Safety Specialists,Manufacturing,
2026,40.6,Green Enhanced Skills,19-3051.00,Urban and Regional Planners,GOVT and Regulatory,
2026,40.6,Green Enhanced Skills,19-3051.00,Urban and Regional Planners,GOVT and Regulatory,
2026,40.6,Green Enhanced Skills,19-3051.00,Urban and Regional Planners,Green Construction,
2026,40.6,Green Enhanced Skills,19-3051.00,Urban and Regional Planners,Green Construction,
2026,40.6,Green Enhanced Skills,19-3051.00,Urban and Regional Planners,"Research, Design, and Consulting Services",
2026,40.6,Green Enhanced Skills,19-3051.00,Urban and Regional Planners,"Research, Design, and Consulting Services",
2026,29.8,Green Enhanced Skills,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Efficiency,
2026,29.8,Green Enhanced Skills,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",GOVT and Regulatory,
2026,29.8,Green Enhanced Skills,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Transportation,
2026,164.6,Green New & Emerging,13-1081.02,Logistics Analysts,Manufacturing,
2026,164.6,Green New & Emerging,13-1081.02,Logistics Analysts,"Research, Design, and Consulting Services",
2026,164.6,Green New & Emerging,13-1081.02,Logistics Analysts,Transportation,
2026,164.6,Green New & Emerging,13-1081.01,Logistics Engineers,Manufacturing,
2026,164.6,Green New & Emerging,13-1081.01,Logistics Engineers,"Research, Design, and Consulting Services",
2026,164.6,Green New & Emerging,13-1081.01,Logistics Engineers,Transportation,
2026,94,Green Increased Demand,19-2031.00,Chemists,Manufacturing,
2026,94,Green Increased Demand,19-2031.00,Chemists,"Research, Design, and Consulting Services",
2026,6.9,Green Enhanced Skills,19-4051.01,Nuclear Equipment Operation Technicians,Renewable Energy Generation,
2026,7.4,Green Increased Demand,19-2043.00,Hydrologists,Environment Protection,
2026,7.4,Green Increased Demand,19-2043.00,Hydrologists,"Research, Design, and Consulting Services",
2026,2.9,Green Enhanced Skills,17-1011.00,"Architects, Except Landscape and Naval",Green Construction,
2026,2.9,Green Enhanced Skills,17-1011.00,"Architects, Except Landscape and Naval","Research, Design, and Consulting Services",
2026,36.5,Green Enhanced Skills,51-8013.00,Power Plant Operators,Energy and Carbon Capture and Storage,
2026,36.5,Green Enhanced Skills,51-8013.00,Power Plant Operators,Green Construction,
2026,36.5,Green Enhanced Skills,51-8013.00,Power Plant Operators,Renewable Energy Generation,
2026,"1,907.60",Green Enhanced Skills,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Manufacturing,
2026,"1,907.60",Green Enhanced Skills,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Research, Design, and Consulting Services",
2026,381,Green New & Emerging,41-4011.07,Solar Sales Representatives and Assessors,Renewable Energy Generation,
2026,46.2,Green New & Emerging,19-3099.01,Transportation Planners,GOVT and Regulatory,
2026,46.2,Green New & Emerging,19-3099.01,Transportation Planners,"Research, Design, and Consulting Services",
2026,46.2,Green New & Emerging,19-3099.01,Transportation Planners,Transportation,
2026,328.2,Green Enhanced Skills,13-2051.00,Financial Analysts,Efficiency,
2026,328.2,Green Enhanced Skills,13-2051.00,Financial Analysts,GOVT and Regulatory,
2026,328.2,Green Enhanced Skills,13-2051.00,Financial Analysts,Green Construction,
2026,328.2,Green Enhanced Skills,13-2051.00,Financial Analysts,"Research, Design, and Consulting Services",
2026,54.2,Green Increased Demand,51-8012.00,Power Distributors and Dispatchers,Renewable Energy Generation,
2026,335.7,Green Enhanced Skills,17-2051.00,Civil Engineers,Green Construction,
2026,335.7,Green Enhanced Skills,17-2051.00,Civil Engineers,Green Construction,
2026,335.7,Green Enhanced Skills,17-2051.00,Civil Engineers,Renewable Energy Generation,
2026,335.7,Green Enhanced Skills,17-2051.00,Civil Engineers,Renewable Energy Generation,
2026,335.7,Green Enhanced Skills,17-2051.00,Civil Engineers,"Research, Design, and Consulting Services",
2026,335.7,Green Enhanced Skills,17-2051.00,Civil Engineers,"Research, Design, and Consulting Services",
2026,329.9,Green New & Emerging,17-2051.01,Transportation Engineers,"Research, Design, and Consulting Services",
2026,329.9,Green New & Emerging,17-2051.01,Transportation Engineers,Transportation,
2026,283,Green Increased Demand,17-2112.00,Industrial Engineers,"Research, Design, and Consulting Services",
2026,314.1,Green Enhanced Skills,17-2141.00,Mechanical Engineers,Efficiency,
2026,314.1,Green Enhanced Skills,17-2141.00,Mechanical Engineers,Efficiency,
2026,314.1,Green Enhanced Skills,17-2141.00,Mechanical Engineers,Green Construction,
2026,314.1,Green Enhanced Skills,17-2141.00,Mechanical Engineers,Green Construction,
2026,314.1,Green Enhanced Skills,17-2141.00,Mechanical Engineers,Renewable Energy Generation,
2026,314.1,Green Enhanced Skills,17-2141.00,Mechanical Engineers,Renewable Energy Generation,
2026,314.1,Green Enhanced Skills,17-2141.00,Mechanical Engineers,"Research, Design, and Consulting Services",
2026,314.1,Green Enhanced Skills,17-2141.00,Mechanical Engineers,"Research, Design, and Consulting Services",
2026,314.1,Green Enhanced Skills,17-2141.00,Mechanical Engineers,Transportation,
2026,314.1,Green Enhanced Skills,17-2141.00,Mechanical Engineers,Transportation,
2026,310.2,Green New & Emerging,17-2141.02,Automotive Engineers,"Research, Design, and Consulting Services",
2026,310.2,Green New & Emerging,17-2141.02,Automotive Engineers,Transportation,
2026,310.2,Green New & Emerging,17-2141.01,Fuel Cell Engineers,Transportation,
2026,310.2,Green New & Emerging,17-2141.01,Fuel Cell Engineers,"Research, Design, and Consulting Services",
2026,58.3,Green Enhanced Skills,17-2081.00,Environmental Engineers,Environment Protection,
2026,58.3,Green Enhanced Skills,17-2081.00,Environmental Engineers,Environment Protection,
2026,58.3,Green Enhanced Skills,17-2081.00,Environmental Engineers,GOVT and Regulatory,
2026,58.3,Green Enhanced Skills,17-2081.00,Environmental Engineers,GOVT and Regulatory,
2026,58,Green New & Emerging,17-2081.01,Water/Wastewater Engineers,Environment Protection,
2026,312.3,Green Enhanced Skills,13-2052.00,Personal Financial Advisors,"Research, Design, and Consulting Services",
2026,28.1,Green Increased Demand,17-2111.01,Industrial Safety and Health Engineers,Manufacturing,
2026,28.1,Green Increased Demand,17-2111.01,Industrial Safety and Health Engineers,"Research, Design, and Consulting Services",
2026,309.4,Green New & Emerging,15-1199.05,Geographic Information Systems Technicians,"Research, Design, and Consulting Services",
2026,309.4,Green New & Emerging,15-1199.04,Geospatial Information Scientists and Technologists,"Research, Design, and Consulting Services",
2026,36.5,Green Enhanced Skills,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Environment Protection,
2026,36.5,Green Enhanced Skills,19-2042.00,"Geoscientists, Except Hydrologists and Geographers","Research, Design, and Consulting Services",
2026,448.6,Green Enhanced Skills,11-9021.00,Construction Managers,Environment Protection,
2026,448.6,Green Enhanced Skills,11-9021.00,Construction Managers,Environment Protection,
2026,448.6,Green Enhanced Skills,11-9021.00,Construction Managers,Green Construction,
2026,448.6,Green Enhanced Skills,11-9021.00,Construction Managers,Green Construction,
2026,11.7,Green Enhanced Skills,19-2021.00,Atmospheric and Space Scientists,"Research, Design, and Consulting Services",
2026,11.7,Green Enhanced Skills,19-2021.00,Atmospheric and Space Scientists,"Research, Design, and Consulting Services",
2026,11.7,Green Enhanced Skills,19-2021.00,Atmospheric and Space Scientists,Environment Protection,
2026,11.7,Green Enhanced Skills,19-2021.00,Atmospheric and Space Scientists,Environment Protection,
2026,6.3,Green Enhanced Skills,51-8011.00,Nuclear Power Reactor Operators,Renewable Energy Generation,
2026,123.3,Green Enhanced Skills,11-3071.02,Storage and Distribution Managers,Renewable Energy Generation,
2026,123.3,Green Enhanced Skills,11-3071.01,Transportation Managers,Transportation,
2026,125.7,Green New & Emerging,11-3071.03,Logistics Managers,Manufacturing,
2026,125.7,Green New & Emerging,11-3071.03,Logistics Managers,"Research, Design, and Consulting Services",
2026,125.7,Green New & Emerging,11-3071.03,Logistics Managers,Transportation,
2026,204.5,Green Enhanced Skills,17-2071.00,Electrical Engineers,Efficiency,
2026,204.5,Green Enhanced Skills,17-2071.00,Electrical Engineers,Green Construction,
2026,204.5,Green Enhanced Skills,17-2071.00,Electrical Engineers,Renewable Energy Generation,
2026,204.5,Green Enhanced Skills,17-2071.00,Electrical Engineers,"Research, Design, and Consulting Services",
2026,142.5,Green New & Emerging,17-2199.01,Biochemical Engineers,Manufacturing,
2026,142.5,Green New & Emerging,17-2199.01,Biochemical Engineers,"Research, Design, and Consulting Services",
2026,142.5,Green New & Emerging,17-2199.03,Energy Engineers,Efficiency,
2026,142.5,Green New & Emerging,17-2199.03,Energy Engineers,Green Construction,
2026,142.5,Green New & Emerging,17-2199.03,Energy Engineers,"Research, Design, and Consulting Services",
2026,142.5,Green New & Emerging,17-2199.04,Manufacturing Engineers,Manufacturing,
2026,142.5,Green New & Emerging,17-2199.04,Manufacturing Engineers,"Research, Design, and Consulting Services",
2026,142.5,Green New & Emerging,17-2199.05,Mechatronics Engineers,Manufacturing,
2026,142.5,Green New & Emerging,17-2199.05,Mechatronics Engineers,"Research, Design, and Consulting Services",
2026,142.5,Green New & Emerging,17-2199.06,Microsystems Engineers,Manufacturing,
2026,142.5,Green New & Emerging,17-2199.06,Microsystems Engineers,"Research, Design, and Consulting Services",
2026,142.5,Green New & Emerging,17-2199.09,Nanosystems Engineers,Manufacturing,
2026,142.5,Green New & Emerging,17-2199.09,Nanosystems Engineers,"Research, Design, and Consulting Services",
2026,142.5,Green New & Emerging,17-2199.07,Photonics Engineers,Manufacturing,
2026,142.5,Green New & Emerging,17-2199.07,Photonics Engineers,"Research, Design, and Consulting Services",
2026,142.5,Green New & Emerging,17-2199.08,Robotics Engineers,Manufacturing,
2026,142.5,Green New & Emerging,17-2199.08,Robotics Engineers,"Research, Design, and Consulting Services",
2026,142.5,Green New & Emerging,17-2199.11,Solar Energy Systems Engineers,Renewable Energy Generation,
2026,142.5,Green New & Emerging,17-2199.02,Validation Engineers,Manufacturing,
2026,142.5,Green New & Emerging,17-2199.02,Validation Engineers,"Research, Design, and Consulting Services",
2026,142.5,Green New & Emerging,17-2199.10,Wind Energy Engineers,Renewable Energy Generation,
2026,8.5,Green Increased Demand,19-2032.00,Materials Scientists,Manufacturing,
2026,8.5,Green Increased Demand,19-2032.00,Materials Scientists,"Research, Design, and Consulting Services",
2026,"2,468.30",Green Enhanced Skills,11-1021.00,General and Operations Managers,Agriculture and Forestry,
2026,"2,468.30",Green Enhanced Skills,11-1021.00,General and Operations Managers,Agriculture and Forestry,
2026,"2,468.30",Green Enhanced Skills,11-1021.00,General and Operations Managers,Efficiency,
2026,"2,468.30",Green Enhanced Skills,11-1021.00,General and Operations Managers,Efficiency,
2026,141.3,Green Enhanced Skills,17-2072.00,"Electronics Engineers, Except Computer","Research, Design, and Consulting Services",
2026,141.3,Green Enhanced Skills,17-2072.00,"Electronics Engineers, Except Computer",Transportation,
2026,169.7,Green Increased Demand,11-3051.00,Industrial Production Managers,Manufacturing,
2026,169.7,Green Increased Demand,11-3051.00,Industrial Production Managers,Manufacturing,
2026,182.6,Green New & Emerging,11-3051.03,Biofuels Production Managers,Renewable Energy Generation,
2026,182.6,Green New & Emerging,11-3051.04,Biomass Power Plant Managers,Renewable Energy Generation,
2026,182.6,Green New & Emerging,11-3051.02,Geothermal Production Managers,Renewable Energy Generation,
2026,182.6,Green New & Emerging,11-3051.06,Hydroelectric Production Managers,Renewable Energy Generation,
2026,182.6,Green New & Emerging,11-3051.05,Methane/Landfill Gas Collection System Operators,Renewable Energy Generation,
2026,22.6,Green New & Emerging,19-3011.01,Environmental Economists,Environment Protection,
2026,35.1,Green Increased Demand,17-2041.00,Chemical Engineers,"Research, Design, and Consulting Services",
2026,35.1,Green Increased Demand,17-2041.00,Chemical Engineers,"Research, Design, and Consulting Services",
2026,26,Green New & Emerging,19-2099.01,Remote Sensing Scientists and Technologists,"Research, Design, and Consulting Services",
2026,1071.2,Green New & Emerging,11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Environment Protection,
2026,1071.2,Green New & Emerging,11-9199.02,Compliance Managers,GOVT and Regulatory,
2026,1071.2,Green New & Emerging,11-9199.01,Regulatory Affairs Managers,GOVT and Regulatory,
2026,1071.2,Green New & Emerging,11-9199.04,Supply Chain Managers,Manufacturing,
2026,1071.2,Green New & Emerging,11-9199.04,Supply Chain Managers,"Research, Design, and Consulting Services",
2026,1071.2,Green New & Emerging,11-9199.04,Supply Chain Managers,Transportation,
2026,1071.2,Green New & Emerging,11-9199.09,Wind Energy Operations Managers,Renewable Energy Generation,
2026,1071.2,Green New & Emerging,11-9199.10,Wind Energy Project Managers,Renewable Energy Generation,
2026,18.4,Green Enhanced Skills,17-2161.00,Nuclear Engineers,GOVT and Regulatory,
2026,18.4,Green Enhanced Skills,17-2161.00,Nuclear Engineers,GOVT and Regulatory,
2026,18.4,Green Enhanced Skills,17-2161.00,Nuclear Engineers,"Research, Design, and Consulting Services",
2026,18.4,Green Enhanced Skills,17-2161.00,Nuclear Engineers,"Research, Design, and Consulting Services",
2026,472.1,Green Increased Demand,15-1133.00,"Software Developers, Systems Software","Research, Design, and Consulting Services",
2026,73.8,Green Enhanced Skills,17-2011.00,Aerospace Engineers,Transportation,
2026,73.8,Green Enhanced Skills,17-2011.00,Aerospace Engineers,Transportation,
2026,73.8,Green Enhanced Skills,17-2011.00,Aerospace Engineers,"Research, Design, and Consulting Services",
2026,73.8,Green Enhanced Skills,17-2011.00,Aerospace Engineers,"Research, Design, and Consulting Services",
2026,34.4,Green New & Emerging,11-2011.01,Green Marketers,"Research, Design, and Consulting Services",
2026,62.3,Green Increased Demand,11-9121.00,Natural Sciences Managers,Environment Protection,
2026,62.3,Green Increased Demand,11-9121.00,Natural Sciences Managers,Environment Protection,
